fips,year,pop_check1,state_abbrev,state_name
17,1970,7334510,IL,ILLINOIS
17,1971,7428399,IL,ILLINOIS
17,1972,7522938,IL,ILLINOIS
17,1973,7591091,IL,ILLINOIS
17,1974,7669439,IL,ILLINOIS
17,1975,7763258,IL,ILLINOIS
17,1976,7876610,IL,ILLINOIS
17,1977,7980900,IL,ILLINOIS
17,1978,8068058,IL,ILLINOIS
17,1979,8131192,IL,ILLINOIS
17,1980,8199788,IL,ILLINOIS
17,1981,8247583,IL,ILLINOIS
17,1982,8275939,IL,ILLINOIS
17,1983,8301864,IL,ILLINOIS
17,1984,8324765,IL,ILLINOIS
17,1985,8336558,IL,ILLINOIS
17,1986,8338765,IL,ILLINOIS
17,1987,8367379,IL,ILLINOIS
17,1988,8401117,IL,ILLINOIS
17,1989,8442024,IL,ILLINOIS
17,1990,8512479,IL,ILLINOIS
17,1991,8580249,IL,ILLINOIS
17,1992,8660757,IL,ILLINOIS
17,1993,8743038,IL,ILLINOIS
17,1994,8801647,IL,ILLINOIS
17,1995,8855453,IL,ILLINOIS
17,1996,8909081,IL,ILLINOIS
17,1997,8963601,IL,ILLINOIS
17,1998,9046595,IL,ILLINOIS
17,1999,9118986,IL,ILLINOIS
17,2000,9189217,IL,ILLINOIS
17,2001,9244828,IL,ILLINOIS
17,2002,9287194,IL,ILLINOIS
17,2003,9330459,IL,ILLINOIS
17,2004,9378174,IL,ILLINOIS
17,2005,9412585,IL,ILLINOIS
17,2006,9462709,IL,ILLINOIS
17,2007,9525732,IL,ILLINOIS
17,2008,9593637,IL,ILLINOIS
17,2009,9658372,IL,ILLINOIS
17,2010,9717263,IL,ILLINOIS
17,2011,9775099,IL,ILLINOIS
17,2012,9823144,IL,ILLINOIS
17,2013,9870318,IL,ILLINOIS
17,2014,9891872,IL,ILLINOIS
17,2015,9896700,IL,ILLINOIS
17,2016,9890300,IL,ILLINOIS
17,2017,9882838,IL,ILLINOIS
17,2018,9867336,IL,ILLINOIS
17,2019,9849705,IL,ILLINOIS
17,2020,9809562,IL,ILLINOIS
18,1969,3315220,IN,INDIANA
18,1970,3364114,IN,INDIANA
18,1971,3414561,IN,INDIANA
18,1972,3474227,IN,INDIANA
18,1973,3528017,IN,INDIANA
18,1974,3574849,IN,INDIANA
18,1975,3610875,IN,INDIANA
18,1976,3663477,IN,INDIANA
18,1977,3721687,IN,INDIANA
18,1978,3782905,IN,INDIANA
18,1979,3836970,IN,INDIANA
18,1980,3880395,IN,INDIANA
18,1981,3900704,IN,INDIANA
18,1982,3918957,IN,INDIANA
18,1983,3930746,IN,INDIANA
18,1984,3955913,IN,INDIANA
18,1985,3971501,IN,INDIANA
18,1986,3982534,IN,INDIANA
18,1987,4011270,IN,INDIANA
18,1988,4039155,IN,INDIANA
18,1989,4067704,IN,INDIANA
18,1990,4120589,IN,INDIANA
18,1991,4165629,IN,INDIANA
18,1992,4212897,IN,INDIANA
18,1993,4266012,IN,INDIANA
18,1994,4301724,IN,INDIANA
18,1995,4343543,IN,INDIANA
18,1996,4388052,IN,INDIANA
18,1997,4415997,IN,INDIANA
18,1998,4446920,IN,INDIANA
18,1999,4478890,IN,INDIANA
18,2000,4516877,IN,INDIANA
18,2001,4548233,IN,INDIANA
18,2002,4575153,IN,INDIANA
18,2003,4614078,IN,INDIANA
18,2004,4646726,IN,INDIANA
18,2005,4684718,IN,INDIANA
18,2006,4729562,IN,INDIANA
18,2007,4770105,IN,INDIANA
18,2008,4813312,IN,INDIANA
18,2009,4849621,IN,INDIANA
18,2010,4884363,IN,INDIANA
18,2011,4918599,IN,INDIANA
18,2012,4948883,IN,INDIANA
18,2013,4984077,IN,INDIANA
18,2014,5013367,IN,INDIANA
18,2015,5032455,IN,INDIANA
18,2016,5061086,IN,INDIANA
18,2017,5088163,IN,INDIANA
18,2018,5126077,IN,INDIANA
18,2019,5161635,IN,INDIANA
18,2020,5188514,IN,INDIANA
19,1969,1829319,IA,IOWA
19,1970,1855461,IA,IOWA
19,1971,1882703,IA,IOWA
19,1972,1906157,IA,IOWA
19,1973,1928259,IA,IOWA
19,1974,1950455,IA,IOWA
19,1975,1979775,IA,IOWA
19,1976,2014372,IA,IOWA
19,1977,2039790,IA,IOWA
19,1978,2060640,IA,IOWA
19,1979,2076997,IA,IOWA
19,1980,2091993,IA,IOWA
19,1981,2098967,IA,IOWA
19,1982,2095938,IA,IOWA
19,1983,2093250,IA,IOWA
19,1984,2090984,IA,IOWA
19,1985,2074767,IA,IOWA
19,1986,2053311,IA,IOWA
19,1987,2043422,IA,IOWA
19,1988,2051394,IA,IOWA
19,1989,2053370,IA,IOWA
19,1990,2061652,IA,IOWA
19,1991,2073167,IA,IOWA
19,1992,2093603,IA,IOWA
19,1993,2109221,IA,IOWA
19,1994,2122349,IA,IOWA
19,1995,2140412,IA,IOWA
19,1996,2150823,IA,IOWA
19,1997,2161313,IA,IOWA
19,1998,2172929,IA,IOWA
19,1999,2184963,IA,IOWA
19,2000,2195730,IA,IOWA
19,2001,2203396,IA,IOWA
19,2002,2210549,IA,IOWA
19,2003,2221897,IA,IOWA
19,2004,2234927,IA,IOWA
19,2005,2245966,IA,IOWA
19,2006,2260941,IA,IOWA
19,2007,2275580,IA,IOWA
19,2008,2291076,IA,IOWA
19,2009,2305901,IA,IOWA
19,2010,2322568,IA,IOWA
19,2011,2340403,IA,IOWA
19,2012,2351952,IA,IOWA
19,2013,2367379,IA,IOWA
19,2014,2381687,IA,IOWA
19,2015,2392391,IA,IOWA
19,2016,2401985,IA,IOWA
19,2017,2411759,IA,IOWA
19,2018,2420098,IA,IOWA
19,2019,2431591,IA,IOWA
19,2020,2438002,IA,IOWA
20,1969,1493403,KS,KANSAS
20,1970,1502916,KS,KANSAS
20,1971,1513270,KS,KANSAS
20,1972,1533246,KS,KANSAS
20,1973,1554174,KS,KANSAS
20,1974,1571694,KS,KANSAS
20,1975,1594703,KS,KANSAS
20,1976,1622543,KS,KANSAS
20,1977,1649211,KS,KANSAS
20,1978,1671894,KS,KANSAS
20,1979,1694855,KS,KANSAS
20,1980,1720957,KS,KANSAS
20,1981,1739180,KS,KANSAS
20,1982,1756447,KS,KANSAS
20,1983,1771171,KS,KANSAS
20,1984,1780091,KS,KANSAS
20,1985,1780779,KS,KANSAS
20,1986,1787264,KS,KANSAS
20,1987,1793572,KS,KANSAS
20,1988,1806830,KS,KANSAS
20,1989,1811798,KS,KANSAS
20,1990,1818708,KS,KANSAS
20,1991,1826689,KS,KANSAS
20,1992,1851523,KS,KANSAS
20,1993,1869285,KS,KANSAS
20,1994,1886840,KS,KANSAS
20,1995,1906883,KS,KANSAS
20,1996,1918256,KS,KANSAS
20,1997,1931291,KS,KANSAS
20,1998,1950196,KS,KANSAS
20,1999,1965316,KS,KANSAS
20,2000,1979794,KS,KANSAS
20,2001,1991239,KS,KANSAS
20,2002,2004119,KS,KANSAS
20,2003,2015157,KS,KANSAS
20,2004,2028917,KS,KANSAS
20,2005,2040610,KS,KANSAS
20,2006,2057654,KS,KANSAS
20,2007,2072780,KS,KANSAS
20,2008,2093387,KS,KANSAS
20,2009,2110863,KS,KANSAS
20,2010,2130739,KS,KANSAS
20,2011,2142970,KS,KANSAS
20,2012,2159429,KS,KANSAS
20,2013,2169775,KS,KANSAS
20,2014,2179145,KS,KANSAS
20,2015,2189582,KS,KANSAS
20,2016,2195387,KS,KANSAS
20,2017,2198480,KS,KANSAS
20,2018,2206155,KS,KANSAS
20,2019,2211182,KS,KANSAS
20,2020,2217059,KS,KANSAS
21,1969,2066197,KY,KENTUCKY
21,1970,2117052,KY,KENTUCKY
21,1971,2168640,KY,KENTUCKY
21,1972,2209248,KY,KENTUCKY
21,1973,2250485,KY,KENTUCKY
21,1974,2299233,KY,KENTUCKY
21,1975,2352431,KY,KENTUCKY
21,1976,2416120,KY,KENTUCKY
21,1977,2466355,KY,KENTUCKY
21,1978,2510161,KY,KENTUCKY
21,1979,2552799,KY,KENTUCKY
21,1980,2585127,KY,KENTUCKY
21,1981,2606145,KY,KENTUCKY
21,1982,2632861,KY,KENTUCKY
21,1983,2658655,KY,KENTUCKY
21,1984,2667666,KY,KENTUCKY
21,1985,2678367,KY,KENTUCKY
21,1986,2684762,KY,KENTUCKY
21,1987,2695087,KY,KENTUCKY
21,1988,2708698,KY,KENTUCKY
21,1989,2719300,KY,KENTUCKY
21,1990,2748097,KY,KENTUCKY
21,1991,2770816,KY,KENTUCKY
21,1992,2801608,KY,KENTUCKY
21,1993,2841072,KY,KENTUCKY
21,1994,2867649,KY,KENTUCKY
21,1995,2902941,KY,KENTUCKY
21,1996,2932473,KY,KENTUCKY
21,1997,2950138,KY,KENTUCKY
21,1998,2988093,KY,KENTUCKY
21,1999,3021671,KY,KENTUCKY
21,2000,3054037,KY,KENTUCKY
21,2001,3074027,KY,KENTUCKY
21,2002,3094624,KY,KENTUCKY
21,2003,3118685,KY,KENTUCKY
21,2004,3147642,KY,KENTUCKY
21,2005,3178722,KY,KENTUCKY
21,2006,3207944,KY,KENTUCKY
21,2007,3240384,KY,KENTUCKY
21,2008,3267877,KY,KENTUCKY
21,2009,3295364,KY,KENTUCKY
21,2010,3324912,KY,KENTUCKY
21,2011,3348853,KY,KENTUCKY
21,2012,3369097,KY,KENTUCKY
21,2013,3389443,KY,KENTUCKY
21,2014,3401903,KY,KENTUCKY
21,2015,3415881,KY,KENTUCKY
21,2016,3427691,KY,KENTUCKY
21,2017,3444627,KY,KENTUCKY
21,2018,3456256,KY,KENTUCKY
21,2019,3468077,KY,KENTUCKY
21,2020,3475334,KY,KENTUCKY
22,1969,2213852,LA,LOUISIANA
22,1970,2267047,LA,LOUISIANA
22,1971,2321122,LA,LOUISIANA
22,1972,2379465,LA,LOUISIANA
22,1973,2424493,LA,LOUISIANA
22,1974,2475778,LA,LOUISIANA
22,1975,2547957,LA,LOUISIANA
22,1976,2614890,LA,LOUISIANA
22,1977,2684221,LA,LOUISIANA
22,1978,2748314,LA,LOUISIANA
22,1979,2816251,LA,LOUISIANA
22,1980,2890542,LA,LOUISIANA
22,1981,2950285,LA,LOUISIANA
22,1982,3015573,LA,LOUISIANA
22,1983,3056832,LA,LOUISIANA
22,1984,3067822,LA,LOUISIANA
22,1985,3075451,LA,LOUISIANA
22,1986,3079304,LA,LOUISIANA
22,1987,3041627,LA,LOUISIANA
22,1988,3008643,LA,LOUISIANA
22,1989,2998668,LA,LOUISIANA
22,1990,3015548,LA,LOUISIANA
22,1991,3030949,LA,LOUISIANA
22,1992,3055969,LA,LOUISIANA
22,1993,3077267,LA,LOUISIANA
22,1994,3099850,LA,LOUISIANA
22,1995,3128667,LA,LOUISIANA
22,1996,3154250,LA,LOUISIANA
22,1997,3181406,LA,LOUISIANA
22,1998,3207360,LA,LOUISIANA
22,1999,3233644,LA,LOUISIANA
22,2000,3254215,LA,LOUISIANA
22,2001,3273688,LA,LOUISIANA
22,2002,3302448,LA,LOUISIANA
22,2003,3332972,LA,LOUISIANA
22,2004,3369507,LA,LOUISIANA
22,2005,3281204,LA,LOUISIANA
22,2006,3223886,LA,LOUISIANA
22,2007,3278939,LA,LOUISIANA
22,2008,3326858,LA,LOUISIANA
22,2009,3377420,LA,LOUISIANA
22,2010,3426794,LA,LOUISIANA
22,2011,3459913,LA,LOUISIANA
22,2012,3487895,LA,LOUISIANA
22,2013,3513228,LA,LOUISIANA
22,2014,3531723,LA,LOUISIANA
22,2015,3551471,LA,LOUISIANA
22,2016,3566136,LA,LOUISIANA
22,2017,3565731,LA,LOUISIANA
22,2018,3566132,LA,LOUISIANA
22,2019,3568379,LA,LOUISIANA
22,2020,3564038,LA,LOUISIANA
23,1969,637819,ME,MAINE
23,1970,653251,ME,MAINE
23,1971,668935,ME,MAINE
23,1972,686968,ME,MAINE
23,1973,701062,ME,MAINE
23,1974,716275,ME,MAINE
23,1975,731578,ME,MAINE
23,1976,750777,ME,MAINE
23,1977,769010,ME,MAINE
23,1978,783518,ME,MAINE
23,1979,797738,ME,MAINE
23,1980,807005,ME,MAINE
23,1981,817242,ME,MAINE
23,1982,825020,ME,MAINE
23,1983,836008,ME,MAINE
23,1984,848395,ME,MAINE
23,1985,856874,ME,MAINE
23,1986,865198,ME,MAINE
23,1987,879345,ME,MAINE
23,1988,897406,ME,MAINE
23,1989,911697,ME,MAINE
23,1990,923653,ME,MAINE
23,1991,927210,ME,MAINE
23,1992,927829,ME,MAINE
23,1993,931336,ME,MAINE
23,1994,931092,ME,MAINE
23,1995,934307,ME,MAINE
23,1996,941320,ME,MAINE
23,1997,949677,ME,MAINE
23,1998,954631,ME,MAINE
23,1999,964487,ME,MAINE
23,2000,975665,ME,MAINE
23,2001,985604,ME,MAINE
23,2002,997365,ME,MAINE
23,2003,1009727,ME,MAINE
23,2004,1018897,ME,MAINE
23,2005,1026748,ME,MAINE
23,2006,1034674,ME,MAINE
23,2007,1040855,ME,MAINE
23,2008,1048305,ME,MAINE
23,2009,1051644,ME,MAINE
23,2010,1054243,ME,MAINE
23,2011,1059325,ME,MAINE
23,2012,1062933,ME,MAINE
23,2013,1066439,ME,MAINE
23,2014,1071433,ME,MAINE
23,2015,1072605,ME,MAINE
23,2016,1077640,ME,MAINE
23,2017,1082884,ME,MAINE
23,2018,1089658,ME,MAINE
23,2019,1096160,ME,MAINE
23,2020,1101973,ME,MAINE
24,1969,2484982,MD,MARYLAND
24,1970,2558046,MD,MARYLAND
24,1971,2631639,MD,MARYLAND
24,1972,2699272,MD,MARYLAND
24,1973,2749784,MD,MARYLAND
24,1974,2798097,MD,MARYLAND
24,1975,2847034,MD,MARYLAND
24,1976,2891633,MD,MARYLAND
24,1977,2940899,MD,MARYLAND
24,1978,2986549,MD,MARYLAND
24,1979,3029363,MD,MARYLAND
24,1980,3062537,MD,MARYLAND
24,1981,3114797,MD,MARYLAND
24,1982,3156030,MD,MARYLAND
24,1983,3202140,MD,MARYLAND
24,1984,3258079,MD,MARYLAND
24,1985,3307830,MD,MARYLAND
24,1986,3375117,MD,MARYLAND
24,1987,3442442,MD,MARYLAND
24,1988,3515012,MD,MARYLAND
24,1989,3572907,MD,MARYLAND
24,1990,3619344,MD,MARYLAND
24,1991,3658743,MD,MARYLAND
24,1992,3687870,MD,MARYLAND
24,1993,3710151,MD,MARYLAND
24,1994,3742288,MD,MARYLAND
24,1995,3769338,MD,MARYLAND
24,1996,3808170,MD,MARYLAND
24,1997,3836022,MD,MARYLAND
24,1998,3865737,MD,MARYLAND
24,1999,3905850,MD,MARYLAND
24,2000,3954073,MD,MARYLAND
24,2001,4008139,MD,MARYLAND
24,2002,4065035,MD,MARYLAND
24,2003,4116628,MD,MARYLAND
24,2004,4163485,MD,MARYLAND
24,2005,4209413,MD,MARYLAND
24,2006,4249611,MD,MARYLAND
24,2007,4283845,MD,MARYLAND
24,2008,4325751,MD,MARYLAND
24,2009,4376757,MD,MARYLAND
24,2010,4436123,MD,MARYLAND
24,2011,4490429,MD,MARYLAND
24,2012,4540807,MD,MARYLAND
24,2013,4580592,MD,MARYLAND
24,2014,4612729,MD,MARYLAND
24,2015,4641577,MD,MARYLAND
24,2016,4660365,MD,MARYLAND
24,2017,4682945,MD,MARYLAND
24,2018,4700723,MD,MARYLAND
24,2019,4716722,MD,MARYLAND
24,2020,4721883,MD,MARYLAND
25,1969,3771011,MA,MASSACHUSETTS
25,1970,3824029,MA,MASSACHUSETTS
25,1971,3878421,MA,MASSACHUSETTS
25,1972,3930214,MA,MASSACHUSETTS
25,1973,3983266,MA,MASSACHUSETTS
25,1974,4019146,MA,MASSACHUSETTS
25,1975,4051760,MA,MASSACHUSETTS
25,1976,4088709,MA,MASSACHUSETTS
25,1977,4130093,MA,MASSACHUSETTS
25,1978,4172524,MA,MASSACHUSETTS
25,1979,4220235,MA,MASSACHUSETTS
25,1980,4265484,MA,MASSACHUSETTS
25,1981,4324218,MA,MASSACHUSETTS
25,1982,4365833,MA,MASSACHUSETTS
25,1983,4416824,MA,MASSACHUSETTS
25,1984,4472952,MA,MASSACHUSETTS
25,1985,4519858,MA,MASSACHUSETTS
25,1986,4547411,MA,MASSACHUSETTS
25,1987,4581933,MA,MASSACHUSETTS
25,1988,4630831,MA,MASSACHUSETTS
25,1989,4660877,MA,MASSACHUSETTS
25,1990,4668833,MA,MASSACHUSETTS
25,1991,4643360,MA,MASSACHUSETTS
25,1992,4638521,MA,MASSACHUSETTS
25,1993,4644845,MA,MASSACHUSETTS
25,1994,4658172,MA,MASSACHUSETTS
25,1995,4687956,MA,MASSACHUSETTS
25,1996,4711142,MA,MASSACHUSETTS
25,1997,4747855,MA,MASSACHUSETTS
25,1998,4780186,MA,MASSACHUSETTS
25,1999,4821527,MA,MASSACHUSETTS
25,2000,4859770,MA,MASSACHUSETTS
25,2001,4892606,MA,MASSACHUSETTS
25,2002,4914554,MA,MASSACHUSETTS
25,2003,4929193,MA,MASSACHUSETTS
25,2004,4932740,MA,MASSACHUSETTS
25,2005,4939150,MA,MASSACHUSETTS
25,2006,4959882,MA,MASSACHUSETTS
25,2007,4991802,MA,MASSACHUSETTS
25,2008,5039240,MA,MASSACHUSETTS
25,2009,5094678,MA,MASSACHUSETTS
25,2010,5148908,MA,MASSACHUSETTS
25,2011,5204033,MA,MASSACHUSETTS
25,2012,5260557,MA,MASSACHUSETTS
25,2013,5316712,MA,MASSACHUSETTS
25,2014,5371646,MA,MASSACHUSETTS
25,2015,5411190,MA,MASSACHUSETTS
25,2016,5448399,MA,MASSACHUSETTS
25,2017,5489197,MA,MASSACHUSETTS
25,2018,5519764,MA,MASSACHUSETTS
25,2019,5541268,MA,MASSACHUSETTS
25,2020,5552051,MA,MASSACHUSETTS
26,1969,5557128,MI,MICHIGAN
26,1970,5645427,MI,MICHIGAN
26,1971,5736007,MI,MICHIGAN
26,1972,5828914,MI,MICHIGAN
26,1973,5922091,MI,MICHIGAN
26,1974,6012061,MI,MICHIGAN
26,1975,6079684,MI,MICHIGAN
26,1976,6159412,MI,MICHIGAN
26,1977,6254713,MI,MICHIGAN
26,1978,6351509,MI,MICHIGAN
26,1979,6452280,MI,MICHIGAN
26,1980,6514897,MI,MICHIGAN
26,1981,6519113,MI,MICHIGAN
26,1982,6503139,MI,MICHIGAN
26,1983,6497063,MI,MICHIGAN
26,1984,6537330,MI,MICHIGAN
26,1985,6586192,MI,MICHIGAN
26,1986,6653021,MI,MICHIGAN
26,1987,6722256,MI,MICHIGAN
26,1988,6762427,MI,MICHIGAN
26,1989,6799814,MI,MICHIGAN
26,1990,6851686,MI,MICHIGAN
26,1991,6915489,MI,MICHIGAN
26,1992,6977300,MI,MICHIGAN
26,1993,7017865,MI,MICHIGAN
26,1994,7062541,MI,MICHIGAN
26,1995,7119412,MI,MICHIGAN
26,1996,7188900,MI,MICHIGAN
26,1997,7226781,MI,MICHIGAN
26,1998,7261599,MI,MICHIGAN
26,1999,7305172,MI,MICHIGAN
26,2000,7356336,MI,MICHIGAN
26,2001,7397810,MI,MICHIGAN
26,2002,7431400,MI,MICHIGAN
26,2003,7472072,MI,MICHIGAN
26,2004,7502001,MI,MICHIGAN
26,2005,7519298,MI,MICHIGAN
26,2006,7532533,MI,MICHIGAN
26,2007,7531221,MI,MICHIGAN
26,2008,7528010,MI,MICHIGAN
26,2009,7528988,MI,MICHIGAN
26,2010,7543391,MI,MICHIGAN
26,2011,7581132,MI,MICHIGAN
26,2012,7625204,MI,MICHIGAN
26,2013,7665060,MI,MICHIGAN
26,2014,7701423,MI,MICHIGAN
26,2015,7724786,MI,MICHIGAN
26,2016,7759193,MI,MICHIGAN
26,2017,7795358,MI,MICHIGAN
26,2018,7823696,MI,MICHIGAN
26,2019,7840488,MI,MICHIGAN
26,2020,7839742,MI,MICHIGAN
27,1969,2387920,MN,MINNESOTA
27,1970,2433922,MN,MINNESOTA
27,1971,2481737,MN,MINNESOTA
27,1972,2521108,MN,MINNESOTA
27,1973,2564484,MN,MINNESOTA
27,1974,2605720,MN,MINNESOTA
27,1975,2657117,MN,MINNESOTA
27,1976,2710209,MN,MINNESOTA
27,1977,2757362,MN,MINNESOTA
27,1978,2803984,MN,MINNESOTA
27,1979,2856649,MN,MINNESOTA
27,1980,2916939,MN,MINNESOTA
27,1981,2956478,MN,MINNESOTA
27,1982,2985519,MN,MINNESOTA
27,1983,3006433,MN,MINNESOTA
27,1984,3030434,MN,MINNESOTA
27,1985,3057444,MN,MINNESOTA
27,1986,3079925,MN,MINNESOTA
27,1987,3106845,MN,MINNESOTA
27,1988,3154858,MN,MINNESOTA
27,1989,3185195,MN,MINNESOTA
27,1990,3213177,MN,MINNESOTA
27,1991,3249652,MN,MINNESOTA
27,1992,3282504,MN,MINNESOTA
27,1993,3329231,MN,MINNESOTA
27,1994,3371406,MN,MINNESOTA
27,1995,3414248,MN,MINNESOTA
27,1996,3460105,MN,MINNESOTA
27,1997,3499140,MN,MINNESOTA
27,1998,3537472,MN,MINNESOTA
27,1999,3590379,MN,MINNESOTA
27,2000,3643977,MN,MINNESOTA
27,2001,3691535,MN,MINNESOTA
27,2002,3730140,MN,MINNESOTA
27,2003,3769885,MN,MINNESOTA
27,2004,3805767,MN,MINNESOTA
27,2005,3839041,MN,MINNESOTA
27,2006,3881174,MN,MINNESOTA
27,2007,3922129,MN,MINNESOTA
27,2008,3962839,MN,MINNESOTA
27,2009,3997100,MN,MINNESOTA
27,2010,4027612,MN,MINNESOTA
27,2011,4065623,MN,MINNESOTA
27,2012,4099798,MN,MINNESOTA
27,2013,4135747,MN,MINNESOTA
27,2014,4169635,MN,MINNESOTA
27,2015,4198281,MN,MINNESOTA
27,2016,4232500,MN,MINNESOTA
27,2017,4269222,MN,MINNESOTA
27,2018,4305672,MN,MINNESOTA
27,2019,4336841,MN,MINNESOTA
27,2020,4356123,MN,MINNESOTA
28,1969,1344540,MS,MISSISSIPPI
28,1970,1379777,MS,MISSISSIPPI
28,1971,1415196,MS,MISSISSIPPI
28,1972,1454802,MS,MISSISSIPPI
28,1973,1496461,MS,MISSISSIPPI
28,1974,1529681,MS,MISSISSIPPI
28,1975,1558020,MS,MISSISSIPPI
28,1976,1593984,MS,MISSISSIPPI
28,1977,1627918,MS,MISSISSIPPI
28,1978,1661284,MS,MISSISSIPPI
28,1979,1688980,MS,MISSISSIPPI
28,1980,1711586,MS,MISSISSIPPI
28,1981,1732978,MS,MISSISSIPPI
28,1982,1755935,MS,MISSISSIPPI
28,1983,1771151,MS,MISSISSIPPI
28,1984,1783853,MS,MISSISSIPPI
28,1985,1793454,MS,MISSISSIPPI
28,1986,1803266,MS,MISSISSIPPI
28,1987,1809192,MS,MISSISSIPPI
28,1988,1813602,MS,MISSISSIPPI
28,1989,1820282,MS,MISSISSIPPI
28,1990,1845237,MS,MISSISSIPPI
28,1991,1859822,MS,MISSISSIPPI
28,1992,1873510,MS,MISSISSIPPI
28,1993,1899280,MS,MISSISSIPPI
28,1994,1925197,MS,MISSISSIPPI
28,1995,1954767,MS,MISSISSIPPI
28,1996,1978404,MS,MISSISSIPPI
28,1997,2002172,MS,MISSISSIPPI
28,1998,2031113,MS,MISSISSIPPI
28,1999,2052746,MS,MISSISSIPPI
28,2000,2074000,MS,MISSISSIPPI
28,2001,2084576,MS,MISSISSIPPI
28,2002,2095533,MS,MISSISSIPPI
28,2003,2108865,MS,MISSISSIPPI
28,2004,2128600,MS,MISSISSIPPI
28,2005,2123254,MS,MISSISSIPPI
28,2006,2147988,MS,MISSISSIPPI
28,2007,2167179,MS,MISSISSIPPI
28,2008,2187234,MS,MISSISSIPPI
28,2009,2200235,MS,MISSISSIPPI
28,2010,2217043,MS,MISSISSIPPI
28,2011,2231379,MS,MISSISSIPPI
28,2012,2242590,MS,MISSISSIPPI
28,2013,2254012,MS,MISSISSIPPI
28,2014,2260108,MS,MISSISSIPPI
28,2015,2263446,MS,MISSISSIPPI
28,2016,2268992,MS,MISSISSIPPI
28,2017,2275824,MS,MISSISSIPPI
28,2018,2275216,MS,MISSISSIPPI
28,2019,2278243,MS,MISSISSIPPI
28,2020,2273653,MS,MISSISSIPPI
29,1969,3091826,MO,MISSOURI
29,1970,3132069,MO,MISSOURI
29,1971,3173711,MO,MISSOURI
29,1972,3218234,MO,MISSOURI
29,1973,3259187,MO,MISSOURI
29,1974,3295011,MO,MISSOURI
29,1975,3331352,MO,MISSOURI
29,1976,3384321,MO,MISSOURI
29,1977,3428513,MO,MISSOURI
29,1978,3474277,MO,MISSOURI
29,1979,3515780,MO,MISSOURI
29,1980,3563005,MO,MISSOURI
29,1981,3588114,MO,MISSOURI
29,1982,3604617,MO,MISSOURI
29,1983,3633966,MO,MISSOURI
29,1984,3663501,MO,MISSOURI
29,1985,3687056,MO,MISSOURI
29,1986,3709353,MO,MISSOURI
29,1987,3741173,MO,MISSOURI
29,1988,3765626,MO,MISSOURI
29,1989,3782680,MO,MISSOURI
29,1990,3812457,MO,MISSOURI
29,1991,3838494,MO,MISSOURI
29,1992,3867372,MO,MISSOURI
29,1993,3905272,MO,MISSOURI
29,1994,3945797,MO,MISSOURI
29,1995,3984693,MO,MISSOURI
29,1996,4022821,MO,MISSOURI
29,1997,4061356,MO,MISSOURI
29,1998,4092766,MO,MISSOURI
29,1999,4133901,MO,MISSOURI
29,2000,4178902,MO,MISSOURI
29,2001,4214567,MO,MISSOURI
29,2002,4250312,MO,MISSOURI
29,2003,4287476,MO,MISSOURI
29,2004,4326785,MO,MISSOURI
29,2005,4367322,MO,MISSOURI
29,2006,4414380,MO,MISSOURI
29,2007,4456266,MO,MISSOURI
29,2008,4494971,MO,MISSOURI
29,2009,4534485,MO,MISSOURI
29,2010,4572091,MO,MISSOURI
29,2011,4596992,MO,MISSOURI
29,2012,4620893,MO,MISSOURI
29,2013,4644830,MO,MISSOURI
29,2014,4665371,MO,MISSOURI
29,2015,4684914,MO,MISSOURI
29,2016,4704359,MO,MISSOURI
29,2017,4727436,MO,MISSOURI
29,2018,4746878,MO,MISSOURI
